,geo,screen_name,text,tweet_id,cluster_pred
963,,agentcutiepie,I'm so happy that my queen @tatianamaslany and my king @ItsRamiMalek  won #emmys tonight!,777702063472082945,0
964,,coronaxiv,A valid reason to start Mr Robot 😍 https://t.co/jbrpfnPUj6,777702062746378240,0
965,,leahmockingjay,"Uma imagem, vários personagens, frutos de um trabalho incrível. Prêmio super merecido. #Emmys https://t.co/6AinDsOWYk",777702061962067968,0
966,,LucianaCus,I am.so emotional fklnxlsmx https://t.co/bCgP3cVlzT,777702063639855104,0
967,,Pedro_Barros15,Mas queria q Moderna Family ganhasse #emmys,777702064159948800,1
968,,emiliesobel,JLD fell while walking in stage for VEEP and Larry David reacted exactly how Larry David would. #Emmys,777702064268906496,1
969,,BBTVScreenTime,Rami Malek's winning moment. #Emmys #MrRobot https://t.co/OavXxWFbNl,777702064365252608,0
970,,TheLadySeestra,Tatiana Rainha Maslany ganhooooooooooooooooooooooooou!! #Emmys https://t.co/yO0RdKAE2k,777702063203557376,0
971,,tchaulk,I sort of don't care about the rest of the #emmys because @tatianamaslany finally won!! So awesome.,777702064084381696,0
972,,Nic133,Yep. 2016 #Emmys shows a clip for the lead actors in a drama and just a pic for the women... Smh 🙄 https://t.co/Bu5dedgEmz,777702064231100418,0
973,,peixototati,"Modern Family não mereceu levar nada com essa sétima, é a temporada mais fraca da série. Eu que rio de tudo nao ri de quase nada #Emmys",777702064533143552,0
974,,FooraGolpista,Gente metade do povo q taca sentado era da série VIP #Emmys,777702065036419072,0
975,,jendfaz,Did Anna Chlumsky wear her bedspread to the #Emmys?,777702065057304576,0
976,,Angela2BPecked,What the heck is Anna Chlumsky wearing? #Emmys #Emmys2016,777702064638009346,0
977,,ninja__shrimp,Let's give it up for the amazing @tatianamaslany for her Emmy win!!! Totally deserve it!! 😁😉 #Emmys #OrphanBlack #EmmyForMaslany,777702064893800449,0
978,,louistsense,#Emmys https://t.co/RTFMXMLJEV,777702064008884224,0
979,,Frwnco_,Eu n to conseguindo dormir por felicidade #CloneClub #Emmys #OrphanBlack,777702065279762432,0
980,,nelsontheroad,"ano que vem a rainha terá o que é seu por direito
deixa essa premiação fudida #Emmys https://t.co/VyhsfATXL4",777702067989274625,0
981,,TheScream666,Variety: RT debrabirnbaum: .sterlingkb1: it's a really pleasing feeling to win an Emmy. #Emmys https://t.co/2pWkjPQ9Fb,777702068471595008,1
982,,carlosmaxwell,#VEEP baby!!!! #Emmys,777702068316434432,1
983,,julietaamestoy,Happy birthday dear boooris! 🎉👐🎊 😄😅 #whateverworks #LaCosaEMMY  #Emmys https://t.co/leH0LY7ckQ,777702066428968960,0
984,,bookish_notes,Veep is seriously EVERYTHING and everyone should watch it. #Emmys,777702068865728512,1
985,,thatsmarju,UM TROFEU PRA CADA CLONEEEEEE https://t.co/0OYfr7H2VE,777702067674677248,0
986,,wtflarii,"Os melhores ganharam, foi merecido @tatianamaslany e @ItsRamiMalek #Emmys",777702069067284480,0
987,,ArthurAngell,#Emmys I can't remember the last time I watched more than two minutes of television without wanting to shoot some libtard in the face.,777702069411065856,0
988,,Observacinema,#Veep fatura o #Emmys como Melhor Série de Comédia!,777702069478297600,1
989,,bailyalexa,Why did the #Emmys have to reopen the Alan Rickman wound for me,777702072250568704,0
990,,estivaldawn,I legit cried when #RamiMalek and @tatianamaslany won their #Emmys,777702072141701120,0
991,,jimladdl,I'm sick of Veep 🙄 #Emmys,777702072301002752,1
992,,Changecr,#VeepHBO 💪🏻💪🏻💪🏻👌🏻 excelente #Emmys,777702072552534016,1
993,,EscoMati,DanielMartinezD: https://t.co/oWUR3kQRv8,777702071353106432,0
994,,AvdejAksyonov,"1cy
#من_منطلق_خبرتي_بالحياه
#Emmys
#متصدر_لاني_اتحادي https://t.co/lISYk2CIYQ",777702071155974145,0
995,,cesarvivar1,And in memorian The great Maurice White leader for #eartwindandfire ??? Past away The last febrary  #Emmys,777702072498085888,0
996,,maderwskin,Tatiana merece tanto esse prêmio #Emmys,777702072661712896,0
997,,acnatta,"I never thought I'd ever have to see this line ""explained"" - ever. Sigh... #Emmys  https://t.co/mHw2GFEV6S",777702072523354112,0
998,,violetmarkant,"esse ano os pactos foram quebrados 
primeiro dicaprio ganhou oscar e agora a tatiana ganhou o emmy 
thanks god
#Emmys",777702073001504769,0
999,,camilalatte,he's such a cutie  https://t.co/3TQNQ51kMs,777702073072627713,0
